Team,Team_Playstyle,Lineup_Name,Minutes,Plus_Minus,Current_OFF_Archetypes,Current_DEF_Archetypes,Rec_Add_OFF,Rec_Add_DEF
NYK,Balanced / Average Style,K. Towns - O. Anunoby - J. Hart - J. Brunson,1065.538333,167.0,"Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Guards SF ()","P&R Handler, Transition, Spot Up","Versatile, High High Difficulty, Versatile, Steals"
NYK,Balanced / Average Style,K. Towns - O. Anunoby - J. Hart - M. Bridges,1318.898333,122.0,"Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition, P&R Handler, Transition, Spot Up","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Iso, Elite Usage, High Playmaking","Versatile, Guards SF ()"
NYK,Balanced / Average Style,K. Towns - J. Hart - M. Bridges - J. Brunson,1142.943333,111.0,"Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Iso, Elite Usage, High Playmaking","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals, Guards SF ()","Elite Off-Screen, Spot Up, Transition",Versatile
NYK,Balanced / Average Style,K. Towns - J. Hart - J. Brunson - M. McBride,168.193333,97.0,"Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, Guards SF (), High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition",Versatile
NYK,Balanced / Average Style,K. Towns - O. Anunoby - J. Hart - M. McBride,317.403333,86.0,"Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition, P&R Handler, Transition, Spot Up","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Iso, Elite Usage, High Playmaking","Versatile, Guards SF ()"
MIN,3-Point Heavy,M. Conley - R. Gobert - A. Edwards - J. McDaniels,870.631667,135.0,"P&R Handler, Transition, Spot Up, Elite Cutter, Elite Roll Man, Post Up, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","Guards PG (High Disruptor), Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition",Versatile
MIN,3-Point Heavy,D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,367.501667,108.0,"Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking","Guards PG (High Disruptor), High High Difficulty, Versatile, Steals, Versatile, High Steals, Versatile, Disruptor","Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition",Anchor Big / Rim Protector
MIN,3-Point Heavy,M. Conley - R. Gobert - N. Alexander-Walker - N. Reid,227.28,107.0,"P&R Handler, Transition, Spot Up, Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up, Elite Off-Screen, Spot Up, Transition","Guards PG (High Disruptor), Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Versatile","Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","High Steals, Versatile, Disruptor"
MIN,3-Point Heavy,R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,312.963333,105.0,"Elite Cutter, Elite Roll Man, Post Up, Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Off-Screen, Spot Up, Transition","Anchor Big / Rim Protector, Guards PG (High Disruptor), High High Difficulty, Versatile, Steals, Versatile","Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","High Steals, Versatile, Disruptor"
MIN,3-Point Heavy,M. Conley - R. Gobert - J. Randle - A. Edwards,783.28,92.0,"P&R Handler, Transition, Spot Up, Elite Cutter, Elite Roll Man, Post Up, Elite Post Up, High Roll Man, High Usage, Elite Iso, Elite Usage, High Playmaking","Guards PG (High Disruptor), Anchor Big / Rim Protector, Versatile, High Steals, Versatile, Disruptor","Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","High High Difficulty, Versatile, Steals"
DEN,High Pace + Rim/Midrange Focus + Transition Heavy,A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,680.893333,225.0,"Elite Post Up, High Roll Man, High Usage, Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, Versatile, High High Difficulty, Versatile, Steals","Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up","High Steals, Versatile, Disruptor, Guards SF ()"
DEN,High Pace + Rim/Midrange Focus + Transition Heavy,N. Jokić - J. Murray - M. Porter Jr. - C. Braun,1044.29,203.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Versatile, High High Difficulty, Versatile, Steals","Elite Cutter, Elite Roll Man, Post Up","High Steals, Versatile, Disruptor, Guards SF ()"
DEN,High Pace + Rim/Midrange Focus + Transition Heavy,A. Gordon - N. Jokić - J. Murray - C. Braun,548.56,172.0,"Elite Post Up, High Roll Man, High Usage, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","High Steals, Versatile, Disruptor, Guards SF ()"
DEN,High Pace + Rim/Midrange Focus + Transition Heavy,R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun,697.02,141.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, Versatile, High High Difficulty, Versatile, Steals","Elite Cutter, Elite Roll Man, Post Up",Guards SF ()
DEN,High Pace + Rim/Midrange Focus + Transition Heavy,A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,528.921667,139.0,"Elite Post Up, High Roll Man, High Usage, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition","Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Versatile","Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","High Steals, Versatile, Disruptor, Guards SF ()"
DET,High Pace + Rim/Midrange Focus + Transition Heavy,T. Hardaway Jr. - C. Cunningham - J. Duren - A. Thompson,610.175,86.0,"Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","Guards SF (), High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, Point of Attack Stopper","Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage","Versatile, High High Difficulty, Versatile, Steals"
DET,High Pace + Rim/Midrange Focus + Transition Heavy,M. Beasley - C. Cunningham - J. Duren - S. Fontecchio,83.748333,66.0,"Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, Versatile","Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage",Guards SF ()
DET,High Pace + Rim/Midrange Focus + Transition Heavy,T. Harris - M. Beasley - I. Stewart - C. Cunningham,229.311667,62.0,"Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, Elite Iso, Elite Usage, High Playmaking","Versatile, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector, High Steals, Versatile, Disruptor","Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition",Guards SF ()
DET,High Pace + Rim/Midrange Focus + Transition Heavy,T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham,319.413333,59.0,"Elite Post Up, High Roll Man, High Usage, Elite Off-Screen, Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking","Versatile, Guards SF (), High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor","Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition",Anchor Big / Rim Protector
DET,High Pace + Rim/Midrange Focus + Transition Heavy,T. Harris - D. Schröder - M. Beasley - I. Stewart,83.06,56.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector","High Spot Up, Transition","High Steals, Versatile, Disruptor, Guards SF ()"
HOU,Iso/Heliocentric + Glass Crashers,D. Brooks - A. Sengun - T. Eason - A. Thompson,214.213333,116.0,"High Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition, P&R Handler, Transition, Spot Up","High High Difficulty, Versatile, Steals, Guards C (High Rebounding), High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite P&R Handler, High Playmaking, High Usage","Versatile, Guards SF ()"
HOU,Iso/Heliocentric + Glass Crashers,F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr.,562.485,93.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals, Guards C (High Rebounding), Versatile","Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up",Guards SF ()
HOU,Iso/Heliocentric + Glass Crashers,D. Brooks - A. Sengun - J. Smith Jr. - A. Thompson,191.676667,85.0,"High Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition, P&R Handler, Transition, Spot Up","High High Difficulty, Versatile, Steals, Guards C (High Rebounding), Versatile, High High Difficulty, Versatile, Steals","Elite P&R Handler, High Playmaking, High Usage",Guards SF ()
HOU,Iso/Heliocentric + Glass Crashers,D. Brooks - J. Green - A. Sengun - J. Smith Jr.,641.151667,79.0,"High Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High High Difficulty, Versatile, Steals, Guards SF (), Guards C (High Rebounding), Versatile","Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up","High High Difficulty, Versatile, Steals"
HOU,Iso/Heliocentric + Glass Crashers,F. VanVleet - J. Green - A. Sengun - J. Smith Jr.,590.23,74.0,"Elite P&R Handler, High Playmaking, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High High Difficulty, Versatile, Steals, Guards SF (), Guards C (High Rebounding), Versatile","P&R Handler, Transition, Spot Up","High High Difficulty, Versatile, Steals"
SAC,Balanced / Average Style,D. DeRozan - D. Sabonis - M. Monk - K. Ellis,390.023333,147.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Point of Attack Stopper","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","High Steals, Versatile, Disruptor, Guards SF ()"
SAC,Balanced / Average Style,D. DeRozan - D. Sabonis - M. Monk - K. Murray,886.041667,102.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","High Steals, Versatile, Disruptor, Guards SF ()"
SAC,Balanced / Average Style,D. DeRozan - M. Monk - K. Murray - K. Ellis,252.543333,90.0,"Elite Iso, Elite Usage, High Playmaking, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, High Spot Up, Transition","Versatile, High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals, Point of Attack Stopper","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Post Up, High Roll Man, High Usage","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor, Guards SF ()"
SAC,Balanced / Average Style,D. DeRozan - D. Sabonis - K. Murray - K. Ellis,527.055,89.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Point of Attack Stopper","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","High Steals, Versatile, Disruptor, Guards SF ()"
SAC,Balanced / Average Style,D. DeRozan - D. Sabonis - D. Fox - K. Ellis,185.996667,66.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Point of Attack Stopper","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","High Steals, Versatile, Disruptor, Guards SF ()"
IND,High Pace + High Ball Movement + Transition Heavy,M. Turner - P. Siakam - A. Nembhard - T. Haliburton,873.546667,217.0,"Elite Post Up, High Roll Man, High Usage, Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage","Anchor Big / Rim Protector, Versatile, High High Difficulty, Versatile, Steals, Guards SF ()","High Spot Up, Transition","High Steals, Versatile, Disruptor"
IND,High Pace + High Ball Movement + Transition Heavy,P. Siakam - A. Nembhard - T. Haliburton - A. Nesmith,486.25,142.0,"Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Versatile, High High Difficulty, Versatile, Steals, Guards SF (), Versatile","Elite Post Up, High Roll Man, High Usage","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
IND,High Pace + High Ball Movement + Transition Heavy,P. Siakam - A. Nembhard - T. Haliburton - B. Mathurin,550.135,130.0,"Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up","Versatile, High High Difficulty, Versatile, Steals, Guards SF (), Guards SF ()","Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
IND,High Pace + High Ball Movement + Transition Heavy,M. Turner - P. Siakam - A. Nembhard - B. Mathurin,536.845,126.0,"Elite Post Up, High Roll Man, High Usage, Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up, P&R Handler, Transition, Spot Up","Anchor Big / Rim Protector, Versatile, High High Difficulty, Versatile, Steals, Guards SF ()","Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor"
IND,High Pace + High Ball Movement + Transition Heavy,M. Turner - P. Siakam - T. Haliburton - A. Nesmith,449.605,122.0,"Elite Post Up, High Roll Man, High Usage, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Anchor Big / Rim Protector, Versatile, Guards SF (), Versatile","P&R Handler, Transition, Spot Up","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor"
MIL,Iso/Heliocentric + Elite Defense,G. Antetokounmpo - G. Trent Jr. - K. Porter Jr. - A. Green,111.026667,93.0,"Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition","Versatile, High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor, Guards SF ()","Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition",Anchor Big / Rim Protector
MIL,Iso/Heliocentric + Elite Defense,G. Antetokounmpo - B. Portis - G. Trent Jr. - A. Green,151.128333,75.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition","Versatile, Guards C (High Rebounding), High High Difficulty, Versatile, Steals, Guards SF ()","Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
MIL,Iso/Heliocentric + Elite Defense,B. Lopez - D. Lillard - G. Antetokounmpo - A. Green,219.968333,74.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition","Anchor Big / Rim Protector, Guards SF (), Versatile, Guards SF ()","High Spot Up, Transition","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor"
MIL,Iso/Heliocentric + Elite Defense,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince,852.706667,73.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","Anchor Big / Rim Protector, Guards SF (), Versatile, High Steals, Versatile, Disruptor","High Spot Up, Transition","High High Difficulty, Versatile, Steals"
MIL,Iso/Heliocentric + Elite Defense,B. Lopez - G. Antetokounmpo - T. Prince - R. Rollins,215.883333,62.0,"Elite Post Up, High Roll Man, High Usage, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition, P&R Handler, Transition, Spot Up","Anchor Big / Rim Protector, Versatile, High Steals, Versatile, Disruptor, Guards PG (High Disruptor)","Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","High High Difficulty, Versatile, Steals, Guards SF ()"
LAC,Balanced / Average Style,J. Harden - N. Powell - K. Dunn - I. Zubac,745.571667,198.0,"Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition, Elite Post Up, High Roll Man, High Usage","High Steals, Versatile, Disruptor, Guards SF (), Point of Attack Stopper, Anchor Big / Rim Protector","P&R Handler, Transition, Spot Up","Versatile, High High Difficulty, Versatile, Steals"
LAC,Balanced / Average Style,J. Harden - K. Leonard - N. Powell - I. Zubac,530.625,184.0,"Elite Iso, Elite Usage, High Playmaking, Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Guards SF (), Anchor Big / Rim Protector","P&R Handler, Transition, Spot Up, High Spot Up, Transition","Versatile, High High Difficulty, Versatile, Steals"
LAC,Balanced / Average Style,J. Harden - K. Leonard - I. Zubac - D. Jones Jr.,321.178333,159.0,"Elite Iso, Elite Usage, High Playmaking, Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","Versatile, Guards SF ()"
LAC,Balanced / Average Style,J. Harden - N. Powell - I. Zubac - D. Jones Jr.,828.37,150.0,"Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, Guards SF (), Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","P&R Handler, Transition, Spot Up",Versatile
LAC,Balanced / Average Style,J. Harden - K. Dunn - I. Zubac - D. Jones Jr.,586.363333,115.0,"Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, Point of Attack Stopper, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","Versatile, Guards SF ()"
CLE,3-Point Heavy,D. Mitchell - J. Allen - D. Garland - E. Mobley,772.648333,156.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage","High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Versatile, Guards PG (High Disruptor)"
CLE,3-Point Heavy,D. Mitchell - J. Allen - M. Strus - D. Garland,365.958333,105.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite Off-Screen, Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage","High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals","Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Versatile, Guards PG (High Disruptor)"
CLE,3-Point Heavy,C. LeVert - D. Mitchell - D. Garland - E. Mobley,113.781667,82.0,"P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","Versatile, Guards PG (High Disruptor)"
CLE,3-Point Heavy,C. LeVert - G. Niang - D. Mitchell - S. Merrill,105.405,81.0,"P&R Handler, Transition, Spot Up, High Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition","High High Difficulty, Versatile, Steals, Versatile, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","Guards PG (High Disruptor), Anchor Big / Rim Protector"
CLE,3-Point Heavy,D. Mitchell - J. Allen - M. Strus - E. Mobley,292.498333,81.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage","High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector","Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Versatile, Guards PG (High Disruptor)"
BOS,3-Point Heavy,A. Horford - J. Brown - J. Tatum - D. White,478.791667,161.0,"High Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Versatile, High High Difficulty, Versatile, Steals, Versatile, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Guards PG (High Disruptor), Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
BOS,3-Point Heavy,A. Horford - J. Holiday - J. Tatum - D. White,485.315,128.0,"High Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Versatile, High High Difficulty, Versatile, Steals, Versatile, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Guards PG (High Disruptor), Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
