Team,Team_Playstyle,Lineup_Name,Minutes,Plus_Minus,Current_OFF_Archetypes,Current_DEF_Archetypes,Rec_Add_OFF,Rec_Add_DEF
NOP,High Pace + Rim/Midrange Focus + Transition Heavy,C. McCollum - J. Green - T. Murphy III - J. Alvarado,58.163333,19.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage","Guards SF (), High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Guards PG (High Disruptor)","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, Elite Post Up, High Roll Man, High Usage","Versatile, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector"
NOP,High Pace + Rim/Midrange Focus + Transition Heavy,C. McCollum - D. Murray - D. Theis - J. Green,61.321667,17.0,"Elite P&R Handler, High Playmaking, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","Guards SF (), High High Difficulty, Versatile, Steals, Guards C (High Rebounding), High Steals, Versatile, Disruptor","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage","Versatile, Anchor Big / Rim Protector"
NOP,High Pace + Rim/Midrange Focus + Transition Heavy,C. McCollum - D. Murray - Z. Williamson - Y. Missi,61.968333,15.0,"Elite P&R Handler, High Playmaking, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","Guards SF (), High High Difficulty, Versatile, Steals, Versatile, Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor"
NOP,High Pace + Rim/Midrange Focus + Transition Heavy,C. McCollum - Z. Williamson - J. Alvarado - Y. Missi,62.116667,14.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up","Guards SF (), Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor"
NOP,High Pace + Rim/Midrange Focus + Transition Heavy,C. McCollum - D. Murray - Z. Williamson - T. Murphy III,78.151667,13.0,"Elite P&R Handler, High Playmaking, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Guards SF (), High High Difficulty, Versatile, Steals, Versatile, High Steals, Versatile, Disruptor","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition",Anchor Big / Rim Protector
MEM,High Pace + Rim/Midrange Focus + Transition Heavy,J. Jackson Jr. - J. Morant - Z. Edey - J. Wells,325.043333,172.0,"Elite Post Up, High Roll Man, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, Guards PG (High Disruptor), Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards SF ()"
MEM,High Pace + Rim/Midrange Focus + Transition Heavy,J. Jackson Jr. - D. Bane - Z. Edey - J. Wells,393.031667,142.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards SF ()"
MEM,High Pace + Rim/Midrange Focus + Transition Heavy,J. Jackson Jr. - J. Morant - D. Bane - J. Wells,376.395,125.0,"Elite Post Up, High Roll Man, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, Guards PG (High Disruptor), High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Anchor Big / Rim Protector, Guards SF ()"
MEM,High Pace + Rim/Midrange Focus + Transition Heavy,J. Morant - D. Bane - Z. Edey - J. Wells,315.81,110.0,"Elite Iso, Elite Usage, High Playmaking, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","Guards PG (High Disruptor), High Steals, Versatile, Disruptor, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards SF ()"
MEM,High Pace + Rim/Midrange Focus + Transition Heavy,J. Jackson Jr. - J. Morant - D. Bane - Z. Edey,288.42,99.0,"Elite Post Up, High Roll Man, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite P&R Handler, High Playmaking, High Usage, Elite Post Up, High Roll Man, High Usage","High Steals, Versatile, Disruptor, Guards PG (High Disruptor), High Steals, Versatile, Disruptor, Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","Versatile, High High Difficulty, Versatile, Steals, Guards SF ()"
GSW,3-Point Heavy,J. Butler III - D. Green - M. Moody - B. Podziemski,372.488333,101.0,"Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector"
GSW,3-Point Heavy,S. Curry - J. Butler III - D. Green - B. Podziemski,292.49,100.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition, P&R Handler, Transition, Spot Up","Guards SF (), High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector"
GSW,3-Point Heavy,S. Curry - D. Green - M. Moody - B. Podziemski,268.741667,97.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","Guards SF (), High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector"
GSW,3-Point Heavy,S. Curry - J. Butler III - M. Moody - B. Podziemski,216.085,90.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up","Guards SF (), High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals","Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector"
GSW,3-Point Heavy,J. Butler III - D. Green - B. Podziemski - Q. Post,182.938333,85.0,"Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition, P&R Handler, Transition, Spot Up, High Spot Up, Transition","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals, Guards C (High Rebounding)","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector"
UTA,Iso/Heliocentric + Glass Crashers,J. Collins - C. Sexton - W. Kessler - K. George,262.273333,51.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage","Versatile, Guards SF (), Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","P&R Handler, Transition, Spot Up, High Spot Up, Transition","Guards C (High Rebounding), High High Difficulty, Versatile, Steals"
UTA,Iso/Heliocentric + Glass Crashers,L. Markkanen - J. Collins - C. Sexton - W. Kessler,259.671667,43.0,"Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up","Versatile, Versatile, Guards SF (), Anchor Big / Rim Protector","Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Guards C (High Rebounding), High High Difficulty, Versatile, Steals"
UTA,Iso/Heliocentric + Glass Crashers,L. Markkanen - J. Collins - W. Kessler - I. Collier,101.475,28.0,"Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage","Versatile, Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Guards C (High Rebounding), High High Difficulty, Versatile, Steals, Guards SF ()"
UTA,Iso/Heliocentric + Glass Crashers,J. Collins - C. Sexton - W. Kessler - I. Collier,60.83,25.0,"Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage","Versatile, Guards SF (), Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","P&R Handler, Transition, Spot Up, High Spot Up, Transition","Guards C (High Rebounding), High High Difficulty, Versatile, Steals"
UTA,Iso/Heliocentric + Glass Crashers,L. Markkanen - J. Collins - W. Kessler - K. George,269.753333,21.0,"Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage","Versatile, Versatile, Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals","Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Guards C (High Rebounding), High High Difficulty, Versatile, Steals, Guards SF ()"
TOR,High Pace + Rim/Midrange Focus + Transition Heavy,J. Poeltl - R. Barrett - D. Mitchell - S. Barnes,204.56,45.0,"Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage, P&R Handler, Transition, Spot Up, Elite Iso, Elite Usage, High Playmaking","Anchor Big / Rim Protector, Versatile, High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition",Guards SF ()
TOR,High Pace + Rim/Midrange Focus + Transition Heavy,J. Poeltl - R. Barrett - O. Agbaji - S. Barnes,195.861667,39.0,"Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking","Anchor Big / Rim Protector, Versatile, High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage",Guards SF ()
TOR,High Pace + Rim/Midrange Focus + Transition Heavy,J. Poeltl - I. Quickley - S. Barnes - J. Walter,75.69,38.0,"Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","Anchor Big / Rim Protector, Guards PG (High Disruptor), High Steals, Versatile, Disruptor, Guards SF ()","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage","Versatile, High High Difficulty, Versatile, Steals"
TOR,High Pace + Rim/Midrange Focus + Transition Heavy,J. Poeltl - O. Agbaji - S. Barnes - J. Walter,90.408333,29.0,"Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor, Guards SF ()","Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage",Versatile
TOR,High Pace + Rim/Midrange Focus + Transition Heavy,J. Poeltl - C. Boucher - G. Dick - J. Shead,58.315,27.0,"Elite Cutter, Elite Roll Man, Post Up, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage","Anchor Big / Rim Protector, Versatile, Guards SF (), Guards PG (High Disruptor)","Elite Post Up, High Roll Man, High Usage","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor"
PHI,Balanced / Average Style,P. George - K. Oubre Jr. - G. Yabusele - C. Martin,92.583333,46.0,"Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Guards C (High Rebounding), High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, Guards SF ()"
PHI,Balanced / Average Style,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,320.065,41.0,"Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Guards C (High Rebounding), High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, Guards SF ()"
PHI,Balanced / Average Style,K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,183.976667,40.0,"P&R Handler, Transition, Spot Up, Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage","High Steals, Versatile, Disruptor, Guards C (High Rebounding), High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, Guards SF ()"
PHI,Balanced / Average Style,P. George - G. Yabusele - C. Martin - T. Maxey,144.483333,31.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage","High Steals, Versatile, Disruptor, Guards C (High Rebounding), High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, Guards SF ()"
PHI,Balanced / Average Style,P. George - K. Oubre Jr. - T. Maxey - K. Martin,93.715,29.0,"Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, High High Difficulty, Versatile, Steals, Versatile","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage","Anchor Big / Rim Protector, Guards SF ()"
CHA,3-Point Heavy,M. Bridges - D. Jeffries - J. Green - M. Williams,105.946667,29.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards SF (), High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector","Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Guards PG (High Disruptor), High Steals, Versatile, Disruptor"
CHA,3-Point Heavy,G. Williams - L. Ball - M. Diabate - B. Miller,64.601667,24.0,"High Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up, Elite Off-Screen, Spot Up, Transition","Guards C (High Rebounding), Guards PG (High Disruptor), Guards C (High Rebounding), Guards SF ()","Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Versatile, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
CHA,3-Point Heavy,C. Martin - G. Williams - L. Ball - B. Miller,78.131667,24.0,"P&R Handler, Transition, Spot Up, High Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition","High Steals, Versatile, Disruptor, Guards C (High Rebounding), Guards PG (High Disruptor), Guards SF ()","Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","Versatile, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector"
CHA,3-Point Heavy,M. Bridges - D. Jeffries - L. Ball - M. Williams,109.805,20.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage, Elite Cutter, Elite Roll Man, Post Up","Versatile, Guards SF (), Guards PG (High Disruptor), Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor"
CHA,3-Point Heavy,L. Ball - J. Green - M. Williams - B. Miller,77.408333,14.0,"Elite P&R Handler, High Playmaking, High Usage, Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, Elite Off-Screen, Spot Up, Transition","Guards PG (High Disruptor), High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector, Guards SF ()","Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, High Spot Up, Transition","Versatile, High Steals, Versatile, Disruptor"
PHX,3-Point Heavy,K. Durant - T. Jones - R. O'Neale - G. Allen,102.866667,68.0,"Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition","Versatile, Guards PG (High Disruptor), High Steals, Versatile, Disruptor, Guards SF ()","Elite Cutter, Elite Roll Man, Post Up","High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector"
PHX,3-Point Heavy,K. Durant - J. Nurkić - D. Booker - R. O'Neale,89.19,55.0,"Elite Iso, Elite Usage, High Playmaking, Elite Post Up, High Roll Man, High Usage, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector, Guards SF (), High Steals, Versatile, Disruptor","Elite Off-Screen, Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up","Guards PG (High Disruptor), High High Difficulty, Versatile, Steals"
PHX,3-Point Heavy,M. Plumlee - T. Jones - D. Booker - R. Dunn,204.686667,55.0,"Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition","Anchor Big / Rim Protector, Guards PG (High Disruptor), Guards SF (), High High Difficulty, Versatile, Steals","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking","Versatile, High Steals, Versatile, Disruptor"
PHX,3-Point Heavy,K. Durant - M. Plumlee - T. Jones - D. Booker,186.965,51.0,"Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up, Elite P&R Handler, High Playmaking, High Usage","Versatile, Anchor Big / Rim Protector, Guards PG (High Disruptor), Guards SF ()","Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor"
PHX,3-Point Heavy,M. Plumlee - T. Jones - R. O'Neale - G. Allen,118.606667,44.0,"Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition","Anchor Big / Rim Protector, Guards PG (High Disruptor), High Steals, Versatile, Disruptor, Guards SF ()","Elite Iso, Elite Usage, High Playmaking","Versatile, High High Difficulty, Versatile, Steals"
BKN,3-Point Heavy,D. Schröder - D. Finney-Smith - C. Johnson - J. Wilson,67.361667,48.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, High Spot Up, Transition","High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals, Guards SF (), Guards SF ()","Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
BKN,3-Point Heavy,D. Schröder - D. Finney-Smith - C. Johnson - C. Thomas,246.066667,43.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Off-Screen, Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage","High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals, Guards SF (), Guards SF ()","Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up","Versatile, Guards PG (High Disruptor), Anchor Big / Rim Protector, High Steals, Versatile, Disruptor"
BKN,3-Point Heavy,D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,108.791667,29.0,"High Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, Elite Off-Screen, Spot Up, Transition, Elite P&R Handler, High Playmaking, High Usage","High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector, Guards SF (), Guards SF ()","Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Versatile, Guards PG (High Disruptor), High Steals, Versatile, Disruptor"
BKN,3-Point Heavy,D. Schröder - D. Finney-Smith - N. Claxton - C. Thomas,110.641667,27.0,"Elite P&R Handler, High Playmaking, High Usage, High Spot Up, Transition, Elite Cutter, Elite Roll Man, Post Up, Elite P&R Handler, High Playmaking, High Usage","High High Difficulty, Versatile, Steals, High High Difficulty, Versatile, Steals, Anchor Big / Rim Protector, Guards SF ()","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up","Versatile, Guards PG (High Disruptor), High Steals, Versatile, Disruptor"
BKN,3-Point Heavy,D. Sharpe - K. Johnson - J. Wilson - T. Martin,116.085,27.0,"Elite Cutter, Elite Roll Man, Post Up, P&R Handler, Transition, Spot Up, High Spot Up, Transition, P&R Handler, Transition, Spot Up","Anchor Big / Rim Protector, High High Difficulty, Versatile, Steals, Guards SF (), Guards SF ()","Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking","Versatile, Guards PG (High Disruptor), High Steals, Versatile, Disruptor"
DAL,Balanced / Average Style,K. Irving - K. Thompson - P. Washington - D. Lively II,193.528333,112.0,"Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Cutter, Elite Roll Man, Post Up","High High Difficulty, Versatile, Steals, Guards SF (), High Steals, Versatile, Disruptor, Anchor Big / Rim Protector","Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition",Versatile
DAL,Balanced / Average Style,K. Irving - P. Washington - L. Dončić - D. Lively II,145.063333,81.0,"Elite Iso, Elite Usage, High Playmaking, P&R Handler, Transition, Spot Up, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","High High Difficulty, Versatile, Steals, High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Anchor Big / Rim Protector","Elite Off-Screen, Spot Up, Transition, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","Versatile, Guards SF ()"
DAL,Balanced / Average Style,K. Thompson - P. Washington - L. Dončić - D. Lively II,153.411667,68.0,"Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","Guards SF (), High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor, Anchor Big / Rim Protector","Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","Versatile, High High Difficulty, Versatile, Steals"
DAL,Balanced / Average Style,K. Irving - K. Thompson - L. Dončić - D. Lively II,157.445,56.0,"Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, Elite Iso, Elite Usage, High Playmaking, Elite Cutter, Elite Roll Man, Post Up","High High Difficulty, Versatile, Steals, Guards SF (), High Steals, Versatile, Disruptor, Anchor Big / Rim Protector","P&R Handler, Transition, Spot Up, Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition",Versatile
DAL,Balanced / Average Style,K. Irving - K. Thompson - P. Washington - L. Dončić,240.593333,56.0,"Elite Iso, Elite Usage, High Playmaking, Elite Off-Screen, Spot Up, Transition, P&R Handler, Transition, Spot Up, Elite Iso, Elite Usage, High Playmaking","High High Difficulty, Versatile, Steals, Guards SF (), High Steals, Versatile, Disruptor, High Steals, Versatile, Disruptor","Elite Post Up, High Roll Man, High Usage, High Spot Up, Transition","Versatile, Anchor Big / Rim Protector"
